job_title_name,course_id,name,en_name,completions
General Management / Executive,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,55
General Management / Executive,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,51
General Management / Executive,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,51
General Management / Executive,25,Automated Testing for LLMOps,automated-testing-llmops,50
General Management / Executive,"1,002",Pretraining LLMs,pretraining-llms,42
General Management / Executive,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,36
General Management / Executive,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,34
General Management / Executive,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,31
General Management / Executive,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,28
General Management / Executive,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,28
General Management / Executive,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,27
General Management / Executive,31,Efficiently Serving LLMs,efficiently-serving-llms,25
General Management / Executive,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,25
General Management / Executive,"1,003",Intro to Federated Learning,intro-to-federated-learning,18
General Management / Executive,38,Quantization in Depth,quantization-in-depth,14
General Management / Executive,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,14
General Management / Executive,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,4
Hardware Engineer,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,437
Hardware Engineer,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,143
Hardware Engineer,13,Finetuning Large Language Models,finetuning-large-language-models,106
Hardware Engineer,16,Pair Programming with a Large Language Model,pair-programming-llm,104
Hardware Engineer,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,96
Hardware Engineer,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,89
Hardware Engineer,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,66
Hardware Engineer,9,LangChain Chat with Your Data,langchain-chat-with-your-data,55
Hardware Engineer,8,Building Systems with the ChatGPT API,chatgpt-building-system,48
Hardware Engineer,42,Introduction to on-device AI,introduction-to-on-device-ai,44
Hardware Engineer,7,How Diffusion Models Work,diffusion-models,39
Hardware Engineer,6,LangChain for LLM Application Development,langchain,38
Hardware Engineer,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,23
Hardware Engineer,29,Open Source Models with Hugging Face,open-source-models-hugging-face,20
Hardware Engineer,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,19
Hardware Engineer,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,16
Hardware Engineer,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,14
Hardware Engineer,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,13
Hardware Engineer,12,Large Language Models with Semantic Search,large-language-models-semantic-search,13
Hardware Engineer,24,LLMOps,llmops,13
Hardware Engineer,30,Knowledge Graphs for RAG,knowledge-graphs-rag,12
Hardware Engineer,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,11
Hardware Engineer,45,Building Your Own Database Agent,building-your-own-database-agent,11
Hardware Engineer,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,10
Hardware Engineer,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,9
Hardware Engineer,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,9
Hardware Engineer,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,8
Hardware Engineer,36,Getting Started with Mistral,getting-started-with-mistral,8
Hardware Engineer,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,7
Hardware Engineer,10,Building Generative AI Applications with Gradio,huggingface-gradio,7
Hardware Engineer,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,7
Hardware Engineer,44,AI Agents in LangGraph,ai-agents-in-langgraph,7
Hardware Engineer,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,7
Hardware Engineer,26,Building Applications with Vector Databases,building-applications-vector-databases,7
Hardware Engineer,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,6
Hardware Engineer,"1,002",Pretraining LLMs,pretraining-llms,6
Hardware Engineer,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,5
Hardware Engineer,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,5
Hardware Engineer,33,Red Teaming LLM Applications,red-teaming-llm-applications,5
Hardware Engineer,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,5
Hardware Engineer,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,3
Hardware Engineer,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,3
Hardware Engineer,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,3
Hardware Engineer,38,Quantization in Depth,quantization-in-depth,3
Hardware Engineer,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,2
Hardware Engineer,25,Automated Testing for LLMOps,automated-testing-llmops,2
Hardware Engineer,"1,003",Intro to Federated Learning,intro-to-federated-learning,2
Hardware Engineer,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,1
Hardware Engineer,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,1
Hardware Engineer,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,1
Hardware Engineer,31,Efficiently Serving LLMs,efficiently-serving-llms,1
Healthcare Professional,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,334
Healthcare Professional,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,252
Healthcare Professional,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,115
Healthcare Professional,6,LangChain for LLM Application Development,langchain,71
Healthcare Professional,13,Finetuning Large Language Models,finetuning-large-language-models,69
Healthcare Professional,9,LangChain Chat with Your Data,langchain-chat-with-your-data,66
Healthcare Professional,8,Building Systems with the ChatGPT API,chatgpt-building-system,58
Healthcare Professional,7,How Diffusion Models Work,diffusion-models,49
Healthcare Professional,16,Pair Programming with a Large Language Model,pair-programming-llm,46
Healthcare Professional,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,42
Healthcare Professional,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,40
Healthcare Professional,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,39
Healthcare Professional,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,38
Healthcare Professional,10,Building Generative AI Applications with Gradio,huggingface-gradio,32
Healthcare Professional,12,Large Language Models with Semantic Search,large-language-models-semantic-search,29
Healthcare Professional,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,28
Healthcare Professional,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,27
Healthcare Professional,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,27
Healthcare Professional,30,Knowledge Graphs for RAG,knowledge-graphs-rag,26
Healthcare Professional,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,24
Healthcare Professional,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,24
Healthcare Professional,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,21
Healthcare Professional,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,20
Healthcare Professional,24,LLMOps,llmops,19
Healthcare Professional,44,AI Agents in LangGraph,ai-agents-in-langgraph,19
Healthcare Professional,42,Introduction to on-device AI,introduction-to-on-device-ai,19
Healthcare Professional,29,Open Source Models with Hugging Face,open-source-models-hugging-face,18
Healthcare Professional,45,Building Your Own Database Agent,building-your-own-database-agent,18
Healthcare Professional,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,18
Healthcare Professional,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,18
Healthcare Professional,36,Getting Started with Mistral,getting-started-with-mistral,17
Healthcare Professional,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,17
Healthcare Professional,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,16
Healthcare Professional,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,16
Healthcare Professional,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,15
Healthcare Professional,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,14
Healthcare Professional,"1,002",Pretraining LLMs,pretraining-llms,14
Healthcare Professional,26,Building Applications with Vector Databases,building-applications-vector-databases,13
Healthcare Professional,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,12
Healthcare Professional,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,12
Healthcare Professional,25,Automated Testing for LLMOps,automated-testing-llmops,10
Healthcare Professional,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,10
Healthcare Professional,"1,003",Intro to Federated Learning,intro-to-federated-learning,10
Healthcare Professional,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,9
Healthcare Professional,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,9
Healthcare Professional,33,Red Teaming LLM Applications,red-teaming-llm-applications,8
Healthcare Professional,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,8
Healthcare Professional,31,Efficiently Serving LLMs,efficiently-serving-llms,7
Healthcare Professional,38,Quantization in Depth,quantization-in-depth,6
Healthcare Professional,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,6
Healthcare Professional,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,6
Human Resource Professional,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,138
Human Resource Professional,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,55
Human Resource Professional,16,Pair Programming with a Large Language Model,pair-programming-llm,32
Human Resource Professional,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,27
Human Resource Professional,13,Finetuning Large Language Models,finetuning-large-language-models,25
Human Resource Professional,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,23
Human Resource Professional,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,19
Human Resource Professional,8,Building Systems with the ChatGPT API,chatgpt-building-system,16
Human Resource Professional,9,LangChain Chat with Your Data,langchain-chat-with-your-data,10
Human Resource Professional,6,LangChain for LLM Application Development,langchain,8
Human Resource Professional,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,7
Human Resource Professional,45,Building Your Own Database Agent,building-your-own-database-agent,6
Human Resource Professional,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,5
Human Resource Professional,29,Open Source Models with Hugging Face,open-source-models-hugging-face,5
Human Resource Professional,10,Building Generative AI Applications with Gradio,huggingface-gradio,5
Human Resource Professional,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,5
Human Resource Professional,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,3
Human Resource Professional,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,3
Human Resource Professional,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,3
Human Resource Professional,12,Large Language Models with Semantic Search,large-language-models-semantic-search,3
Human Resource Professional,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,3
Human Resource Professional,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,3
Human Resource Professional,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,3
Human Resource Professional,7,How Diffusion Models Work,diffusion-models,2
Human Resource Professional,"1,002",Pretraining LLMs,pretraining-llms,2
Human Resource Professional,24,LLMOps,llmops,2
Human Resource Professional,"1,003",Intro to Federated Learning,intro-to-federated-learning,2
Human Resource Professional,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,2
Human Resource Professional,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,1
Human Resource Professional,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,1
Human Resource Professional,36,Getting Started with Mistral,getting-started-with-mistral,1
Human Resource Professional,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,1
Human Resource Professional,33,Red Teaming LLM Applications,red-teaming-llm-applications,1
Human Resource Professional,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,1
Human Resource Professional,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,1
Human Resource Professional,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,1
Human Resource Professional,42,Introduction to on-device AI,introduction-to-on-device-ai,1
Human Resource Professional,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,1
Human Resource Professional,25,Automated Testing for LLMOps,automated-testing-llmops,1
Human Resource Professional,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,1
Human Resource Professional,26,Building Applications with Vector Databases,building-applications-vector-databases,1
Human Resource Professional,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,1
Human Resource Professional,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,1
Legal / Law Professional,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,99
Legal / Law Professional,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,63
Legal / Law Professional,13,Finetuning Large Language Models,finetuning-large-language-models,29
Legal / Law Professional,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,28
Legal / Law Professional,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,15
Legal / Law Professional,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,12
Legal / Law Professional,8,Building Systems with the ChatGPT API,chatgpt-building-system,12
Legal / Law Professional,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,12
Legal / Law Professional,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,11
Legal / Law Professional,36,Getting Started with Mistral,getting-started-with-mistral,11
Legal / Law Professional,9,LangChain Chat with Your Data,langchain-chat-with-your-data,10
Legal / Law Professional,6,LangChain for LLM Application Development,langchain,10
Legal / Law Professional,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,9
Legal / Law Professional,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,9
Legal / Law Professional,16,Pair Programming with a Large Language Model,pair-programming-llm,7
Legal / Law Professional,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,7
Legal / Law Professional,45,Building Your Own Database Agent,building-your-own-database-agent,7
Legal / Law Professional,12,Large Language Models with Semantic Search,large-language-models-semantic-search,6
Legal / Law Professional,"1,002",Pretraining LLMs,pretraining-llms,6
Legal / Law Professional,24,LLMOps,llmops,5
Legal / Law Professional,7,How Diffusion Models Work,diffusion-models,5
Legal / Law Professional,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,5
Legal / Law Professional,30,Knowledge Graphs for RAG,knowledge-graphs-rag,5
Legal / Law Professional,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,4
Legal / Law Professional,29,Open Source Models with Hugging Face,open-source-models-hugging-face,4
Legal / Law Professional,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,3
Legal / Law Professional,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,3
Legal / Law Professional,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,3
Legal / Law Professional,44,AI Agents in LangGraph,ai-agents-in-langgraph,3
Legal / Law Professional,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,3
Legal / Law Professional,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,3
Legal / Law Professional,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,3
Legal / Law Professional,10,Building Generative AI Applications with Gradio,huggingface-gradio,2
Legal / Law Professional,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,2
Legal / Law Professional,33,Red Teaming LLM Applications,red-teaming-llm-applications,2
Legal / Law Professional,"1,003",Intro to Federated Learning,intro-to-federated-learning,2
Legal / Law Professional,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,2
Legal / Law Professional,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,2
Legal / Law Professional,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,1
Legal / Law Professional,25,Automated Testing for LLMOps,automated-testing-llmops,1
Legal / Law Professional,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,1
Legal / Law Professional,42,Introduction to on-device AI,introduction-to-on-device-ai,1
Legal / Law Professional,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,1
Legal / Law Professional,38,Quantization in Depth,quantization-in-depth,1
Legal / Law Professional,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,1
Legal / Law Professional,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,1
Machine Learning Engineer,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"3,626"
Machine Learning Engineer,6,LangChain for LLM Application Development,langchain,"2,065"
Machine Learning Engineer,13,Finetuning Large Language Models,finetuning-large-language-models,"1,595"
Machine Learning Engineer,9,LangChain Chat with Your Data,langchain-chat-with-your-data,"1,590"
Machine Learning Engineer,7,How Diffusion Models Work,diffusion-models,"1,003"
Machine Learning Engineer,8,Building Systems with the ChatGPT API,chatgpt-building-system,871
Machine Learning Engineer,24,LLMOps,llmops,773
Machine Learning Engineer,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,760
Machine Learning Engineer,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,722
Machine Learning Engineer,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,721
Machine Learning Engineer,44,AI Agents in LangGraph,ai-agents-in-langgraph,717
Machine Learning Engineer,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,716
Machine Learning Engineer,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,710
Machine Learning Engineer,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,661
Machine Learning Engineer,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,658
Machine Learning Engineer,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,649
Machine Learning Engineer,30,Knowledge Graphs for RAG,knowledge-graphs-rag,567
Machine Learning Engineer,12,Large Language Models with Semantic Search,large-language-models-semantic-search,556
Machine Learning Engineer,16,Pair Programming with a Large Language Model,pair-programming-llm,541
Machine Learning Engineer,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,534
Machine Learning Engineer,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,514
Machine Learning Engineer,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,465
Machine Learning Engineer,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,443
Machine Learning Engineer,10,Building Generative AI Applications with Gradio,huggingface-gradio,422
Machine Learning Engineer,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,420
Machine Learning Engineer,29,Open Source Models with Hugging Face,open-source-models-hugging-face,395
Machine Learning Engineer,26,Building Applications with Vector Databases,building-applications-vector-databases,364
Machine Learning Engineer,36,Getting Started with Mistral,getting-started-with-mistral,358
Machine Learning Engineer,45,Building Your Own Database Agent,building-your-own-database-agent,351
Machine Learning Engineer,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,345
Machine Learning Engineer,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,309
Machine Learning Engineer,"1,002",Pretraining LLMs,pretraining-llms,308
Machine Learning Engineer,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,302
Machine Learning Engineer,42,Introduction to on-device AI,introduction-to-on-device-ai,292
Machine Learning Engineer,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,263
Machine Learning Engineer,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,251
Machine Learning Engineer,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,238
Machine Learning Engineer,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,231
Machine Learning Engineer,25,Automated Testing for LLMOps,automated-testing-llmops,221
Machine Learning Engineer,33,Red Teaming LLM Applications,red-teaming-llm-applications,203
Machine Learning Engineer,31,Efficiently Serving LLMs,efficiently-serving-llms,202
Machine Learning Engineer,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,191
Machine Learning Engineer,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,176
Machine Learning Engineer,38,Quantization in Depth,quantization-in-depth,175
Machine Learning Engineer,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,150
Machine Learning Engineer,"1,003",Intro to Federated Learning,intro-to-federated-learning,150
Machine Learning Engineer,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,148
Machine Learning Engineer,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,114
Machine Learning Engineer,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,101
Machine Learning Engineer,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,76
Machine Learning Engineer,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,57
Machine Learning Researcher,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,934
Machine Learning Researcher,7,How Diffusion Models Work,diffusion-models,528
Machine Learning Researcher,13,Finetuning Large Language Models,finetuning-large-language-models,514
Machine Learning Researcher,6,LangChain for LLM Application Development,langchain,419
Machine Learning Researcher,9,LangChain Chat with Your Data,langchain-chat-with-your-data,370
Machine Learning Researcher,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,301
Machine Learning Researcher,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,249
Machine Learning Researcher,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,218
Machine Learning Researcher,8,Building Systems with the ChatGPT API,chatgpt-building-system,203
Machine Learning Researcher,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,201
Machine Learning Researcher,24,LLMOps,llmops,191
Machine Learning Researcher,30,Knowledge Graphs for RAG,knowledge-graphs-rag,181
Machine Learning Researcher,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,180
Machine Learning Researcher,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,170
Machine Learning Researcher,44,AI Agents in LangGraph,ai-agents-in-langgraph,168
Machine Learning Researcher,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,166
Machine Learning Researcher,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,164
Machine Learning Researcher,29,Open Source Models with Hugging Face,open-source-models-hugging-face,161
Machine Learning Researcher,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,158
Machine Learning Researcher,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,148
Machine Learning Researcher,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,148
Machine Learning Researcher,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,140
Machine Learning Researcher,42,Introduction to on-device AI,introduction-to-on-device-ai,135
Machine Learning Researcher,12,Large Language Models with Semantic Search,large-language-models-semantic-search,134
Machine Learning Researcher,16,Pair Programming with a Large Language Model,pair-programming-llm,134
Machine Learning Researcher,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,125
Machine Learning Researcher,36,Getting Started with Mistral,getting-started-with-mistral,121
Machine Learning Researcher,10,Building Generative AI Applications with Gradio,huggingface-gradio,117
Machine Learning Researcher,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,116
Machine Learning Researcher,"1,002",Pretraining LLMs,pretraining-llms,116
Machine Learning Researcher,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,104
Machine Learning Researcher,"1,003",Intro to Federated Learning,intro-to-federated-learning,104
Machine Learning Researcher,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,95
Machine Learning Researcher,33,Red Teaming LLM Applications,red-teaming-llm-applications,92
Machine Learning Researcher,26,Building Applications with Vector Databases,building-applications-vector-databases,90
Machine Learning Researcher,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,85
Machine Learning Researcher,45,Building Your Own Database Agent,building-your-own-database-agent,84
Machine Learning Researcher,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,76
Machine Learning Researcher,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,74
Machine Learning Researcher,38,Quantization in Depth,quantization-in-depth,68
Machine Learning Researcher,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,64
Machine Learning Researcher,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,63
Machine Learning Researcher,31,Efficiently Serving LLMs,efficiently-serving-llms,47
Machine Learning Researcher,25,Automated Testing for LLMOps,automated-testing-llmops,44
Machine Learning Researcher,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,43
Machine Learning Researcher,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,42
Machine Learning Researcher,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,41
Machine Learning Researcher,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,39
Machine Learning Researcher,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,34
Machine Learning Researcher,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,28
Machine Learning Researcher,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,22
Marketing / PR / Sales,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,562
Marketing / PR / Sales,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,263
Marketing / PR / Sales,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,94
Marketing / PR / Sales,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,79
Marketing / PR / Sales,8,Building Systems with the ChatGPT API,chatgpt-building-system,66
Marketing / PR / Sales,13,Finetuning Large Language Models,finetuning-large-language-models,66
Marketing / PR / Sales,9,LangChain Chat with Your Data,langchain-chat-with-your-data,61
Marketing / PR / Sales,6,LangChain for LLM Application Development,langchain,56
Marketing / PR / Sales,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,44
Marketing / PR / Sales,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,43
Marketing / PR / Sales,16,Pair Programming with a Large Language Model,pair-programming-llm,41
Marketing / PR / Sales,7,How Diffusion Models Work,diffusion-models,41
Marketing / PR / Sales,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,27
Marketing / PR / Sales,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,26
