job_title_name,course_id,name,en_name,nps
Finance,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,66.67
Finance,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,63.16
Finance,10,Building Generative AI Applications with Gradio,huggingface-gradio,62.86
Finance,998,Generative AI for Everyone,genai4e,62.76
Finance,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,60.08
Finance,26,Building Applications with Vector Databases,building-applications-vector-databases,60
Finance,7,How Diffusion Models Work,diffusion-models,55.56
Finance,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,55.09
Finance,24,LLMOps,llmops,53.85
Finance,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,53.04
Finance,36,Getting Started with Mistral,getting-started-with-mistral,52.94
Finance,8,Building Systems with the ChatGPT API,chatgpt-building-system,52.8
Finance,16,Pair Programming with a Large Language Model,pair-programming-llm,51.74
Finance,29,Open Source Models with Hugging Face,open-source-models-hugging-face,50
Finance,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,50
Finance,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,50
Finance,13,Finetuning Large Language Models,finetuning-large-language-models,50
Finance,30,Knowledge Graphs for RAG,knowledge-graphs-rag,50
Finance,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,50
Finance,"1,002",Pretraining LLMs,pretraining-llms,50
Finance,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,50
Finance,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,47.83
Finance,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,40
Finance,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,40
Finance,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,40
Finance,25,Automated Testing for LLMOps,automated-testing-llmops,40
Finance,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,38.89
Finance,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,37.5
Finance,42,Introduction to on-device AI,introduction-to-on-device-ai,28.57
Finance,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,25
Finance,31,Efficiently Serving LLMs,efficiently-serving-llms,25
Finance,45,Building Your Own Database Agent,building-your-own-database-agent,24
Finance,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,5.56
Finance,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,0
Finance,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,0
Finance,33,Red Teaming LLM Applications,red-teaming-llm-applications,-15
General Management / Executive,"1,003",Intro to Federated Learning,intro-to-federated-learning,100
General Management / Executive,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,100
General Management / Executive,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,100
General Management / Executive,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,100
General Management / Executive,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,85.71
General Management / Executive,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,85.71
General Management / Executive,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,83.33
General Management / Executive,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,80.49
General Management / Executive,"1,002",Pretraining LLMs,pretraining-llms,80
General Management / Executive,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,77.23
General Management / Executive,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,76.19
General Management / Executive,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,75
General Management / Executive,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,75
General Management / Executive,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,75
General Management / Executive,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,75
General Management / Executive,44,AI Agents in LangGraph,ai-agents-in-langgraph,74.19
General Management / Executive,31,Efficiently Serving LLMs,efficiently-serving-llms,72.73
General Management / Executive,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,72.64
General Management / Executive,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,71.88
General Management / Executive,9,LangChain Chat with Your Data,langchain-chat-with-your-data,71.84
General Management / Executive,6,LangChain for LLM Application Development,langchain,71.58
General Management / Executive,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,71.43
General Management / Executive,998,Generative AI for Everyone,genai4e,70.22
General Management / Executive,8,Building Systems with the ChatGPT API,chatgpt-building-system,70.11
General Management / Executive,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,70.03
General Management / Executive,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,69.81
General Management / Executive,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,69.23
General Management / Executive,12,Large Language Models with Semantic Search,large-language-models-semantic-search,67.68
General Management / Executive,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,65.44
General Management / Executive,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,64.71
General Management / Executive,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,64.38
General Management / Executive,29,Open Source Models with Hugging Face,open-source-models-hugging-face,64.29
General Management / Executive,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,62.5
General Management / Executive,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,61.11
General Management / Executive,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,61.11
General Management / Executive,10,Building Generative AI Applications with Gradio,huggingface-gradio,59.7
General Management / Executive,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,59.09
General Management / Executive,7,How Diffusion Models Work,diffusion-models,58.56
General Management / Executive,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,58.33
General Management / Executive,16,Pair Programming with a Large Language Model,pair-programming-llm,58.29
General Management / Executive,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,56.76
General Management / Executive,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,56.52
General Management / Executive,13,Finetuning Large Language Models,finetuning-large-language-models,55.23
General Management / Executive,42,Introduction to on-device AI,introduction-to-on-device-ai,55.17
General Management / Executive,36,Getting Started with Mistral,getting-started-with-mistral,55.17
General Management / Executive,25,Automated Testing for LLMOps,automated-testing-llmops,55
General Management / Executive,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,54.41
General Management / Executive,26,Building Applications with Vector Databases,building-applications-vector-databases,54.17
General Management / Executive,30,Knowledge Graphs for RAG,knowledge-graphs-rag,53.85
General Management / Executive,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,52
General Management / Executive,24,LLMOps,llmops,51.85
General Management / Executive,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,50
General Management / Executive,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,48.95
General Management / Executive,33,Red Teaming LLM Applications,red-teaming-llm-applications,47.37
General Management / Executive,38,Quantization in Depth,quantization-in-depth,40
General Management / Executive,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,36.54
General Management / Executive,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,28.57
General Management / Executive,45,Building Your Own Database Agent,building-your-own-database-agent,17.14
General Management / Executive,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,0
Hardware Engineer,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,100
Hardware Engineer,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,100
Hardware Engineer,"1,003",Intro to Federated Learning,intro-to-federated-learning,100
Hardware Engineer,"1,002",Pretraining LLMs,pretraining-llms,100
Hardware Engineer,33,Red Teaming LLM Applications,red-teaming-llm-applications,100
Hardware Engineer,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,100
Hardware Engineer,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,100
Hardware Engineer,25,Automated Testing for LLMOps,automated-testing-llmops,100
Hardware Engineer,26,Building Applications with Vector Databases,building-applications-vector-databases,100
Hardware Engineer,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,100
Hardware Engineer,12,Large Language Models with Semantic Search,large-language-models-semantic-search,90.91
Hardware Engineer,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,83.33
Hardware Engineer,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,80.49
Hardware Engineer,30,Knowledge Graphs for RAG,knowledge-graphs-rag,75
Hardware Engineer,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,75
Hardware Engineer,13,Finetuning Large Language Models,finetuning-large-language-models,73.77
Hardware Engineer,9,LangChain Chat with Your Data,langchain-chat-with-your-data,72.22
Hardware Engineer,24,LLMOps,llmops,71.43
Hardware Engineer,10,Building Generative AI Applications with Gradio,huggingface-gradio,71.43
Hardware Engineer,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,71.43
Hardware Engineer,29,Open Source Models with Hugging Face,open-source-models-hugging-face,68.75
Hardware Engineer,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,66.67
Hardware Engineer,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,66.67
Hardware Engineer,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,66.67
Hardware Engineer,36,Getting Started with Mistral,getting-started-with-mistral,66.67
Hardware Engineer,6,LangChain for LLM Application Development,langchain,66.67
Hardware Engineer,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,66.67
Hardware Engineer,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,66.67
Hardware Engineer,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,62.5
Hardware Engineer,998,Generative AI for Everyone,genai4e,61.94
Hardware Engineer,8,Building Systems with the ChatGPT API,chatgpt-building-system,60.32
Hardware Engineer,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,59.66
Hardware Engineer,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,59.49
Hardware Engineer,7,How Diffusion Models Work,diffusion-models,58.62
Hardware Engineer,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,57.14
Hardware Engineer,45,Building Your Own Database Agent,building-your-own-database-agent,55.56
Hardware Engineer,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,50
Hardware Engineer,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,50
Hardware Engineer,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,50
Hardware Engineer,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,50
Hardware Engineer,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,48.98
Hardware Engineer,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,44.44
Hardware Engineer,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,42.86
Hardware Engineer,16,Pair Programming with a Large Language Model,pair-programming-llm,42.19
Hardware Engineer,42,Introduction to on-device AI,introduction-to-on-device-ai,33.33
Hardware Engineer,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,33.33
Hardware Engineer,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,33.33
Hardware Engineer,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,20
Hardware Engineer,44,AI Agents in LangGraph,ai-agents-in-langgraph,20
Hardware Engineer,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,0
Hardware Engineer,38,Quantization in Depth,quantization-in-depth,0
Hardware Engineer,31,Efficiently Serving LLMs,efficiently-serving-llms,0
Hardware Engineer,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,0
Hardware Engineer,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,-33.33
Healthcare Professional,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,100
Healthcare Professional,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,100
Healthcare Professional,"1,003",Intro to Federated Learning,intro-to-federated-learning,100
Healthcare Professional,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,100
Healthcare Professional,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,100
Healthcare Professional,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,100
Healthcare Professional,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,100
Healthcare Professional,25,Automated Testing for LLMOps,automated-testing-llmops,100
Healthcare Professional,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,100
Healthcare Professional,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,91.67
Healthcare Professional,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,90.48
Healthcare Professional,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,88.24
Healthcare Professional,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,85.71
Healthcare Professional,6,LangChain for LLM Application Development,langchain,84.78
Healthcare Professional,26,Building Applications with Vector Databases,building-applications-vector-databases,83.33
Healthcare Professional,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,75
Healthcare Professional,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,72.73
Healthcare Professional,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,71.93
Healthcare Professional,8,Building Systems with the ChatGPT API,chatgpt-building-system,70.18
Healthcare Professional,998,Generative AI for Everyone,genai4e,69.66
Healthcare Professional,9,LangChain Chat with Your Data,langchain-chat-with-your-data,68.09
Healthcare Professional,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,66.67
Healthcare Professional,30,Knowledge Graphs for RAG,knowledge-graphs-rag,66.67
Healthcare Professional,10,Building Generative AI Applications with Gradio,huggingface-gradio,64.29
Healthcare Professional,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,63.54
Healthcare Professional,13,Finetuning Large Language Models,finetuning-large-language-models,63.16
Healthcare Professional,42,Introduction to on-device AI,introduction-to-on-device-ai,60
Healthcare Professional,33,Red Teaming LLM Applications,red-teaming-llm-applications,60
Healthcare Professional,16,Pair Programming with a Large Language Model,pair-programming-llm,59.46
Healthcare Professional,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,58.82
Healthcare Professional,29,Open Source Models with Hugging Face,open-source-models-hugging-face,57.14
Healthcare Professional,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,57.14
Healthcare Professional,44,AI Agents in LangGraph,ai-agents-in-langgraph,50
Healthcare Professional,7,How Diffusion Models Work,diffusion-models,50
Healthcare Professional,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,50
Healthcare Professional,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,50
Healthcare Professional,12,Large Language Models with Semantic Search,large-language-models-semantic-search,50
Healthcare Professional,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,50
Healthcare Professional,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,50
Healthcare Professional,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,46.67
Healthcare Professional,24,LLMOps,llmops,44.44
Healthcare Professional,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,41.67
Healthcare Professional,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,40
Healthcare Professional,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,40
Healthcare Professional,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,40
Healthcare Professional,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,36
Healthcare Professional,31,Efficiently Serving LLMs,efficiently-serving-llms,33.33
Healthcare Professional,45,Building Your Own Database Agent,building-your-own-database-agent,25
Healthcare Professional,36,Getting Started with Mistral,getting-started-with-mistral,25
Healthcare Professional,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,25
Healthcare Professional,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,0
Healthcare Professional,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,0
Healthcare Professional,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,0
Healthcare Professional,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,0
Healthcare Professional,"1,002",Pretraining LLMs,pretraining-llms,-50
Human Resource Professional,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,100
Human Resource Professional,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,100
Human Resource Professional,12,Large Language Models with Semantic Search,large-language-models-semantic-search,100
Human Resource Professional,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,100
Human Resource Professional,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,100
Human Resource Professional,36,Getting Started with Mistral,getting-started-with-mistral,100
Human Resource Professional,42,Introduction to on-device AI,introduction-to-on-device-ai,100
Human Resource Professional,29,Open Source Models with Hugging Face,open-source-models-hugging-face,100
Human Resource Professional,"1,002",Pretraining LLMs,pretraining-llms,100
Human Resource Professional,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,100
Human Resource Professional,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,100
Human Resource Professional,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,100
Human Resource Professional,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,100
Human Resource Professional,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,100
Human Resource Professional,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,100
Human Resource Professional,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,100
Human Resource Professional,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,100
Human Resource Professional,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,92.31
Human Resource Professional,8,Building Systems with the ChatGPT API,chatgpt-building-system,87.5
Human Resource Professional,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,80
Human Resource Professional,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,74.36
Human Resource Professional,6,LangChain for LLM Application Development,langchain,66.67
Human Resource Professional,998,Generative AI for Everyone,genai4e,65.52
Human Resource Professional,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,62.28
Human Resource Professional,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,50
Human Resource Professional,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,50
Human Resource Professional,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,50
Human Resource Professional,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,50
Human Resource Professional,9,LangChain Chat with Your Data,langchain-chat-with-your-data,50
Human Resource Professional,45,Building Your Own Database Agent,building-your-own-database-agent,50
Human Resource Professional,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,50
Human Resource Professional,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,42.86
Human Resource Professional,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,40
Human Resource Professional,7,How Diffusion Models Work,diffusion-models,40
Human Resource Professional,13,Finetuning Large Language Models,finetuning-large-language-models,37.5
Human Resource Professional,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,33.33
Human Resource Professional,10,Building Generative AI Applications with Gradio,huggingface-gradio,33.33
Human Resource Professional,16,Pair Programming with a Large Language Model,pair-programming-llm,28
Human Resource Professional,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,19.05
Human Resource Professional,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,0
Human Resource Professional,25,Automated Testing for LLMOps,automated-testing-llmops,0
Human Resource Professional,26,Building Applications with Vector Databases,building-applications-vector-databases,0
Human Resource Professional,24,LLMOps,llmops,0
Human Resource Professional,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,0
Legal / Law Professional,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,100
Legal / Law Professional,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,100
Legal / Law Professional,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,100
Legal / Law Professional,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,100
Legal / Law Professional,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,100
Legal / Law Professional,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,100
Legal / Law Professional,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,100
Legal / Law Professional,"1,003",Intro to Federated Learning,intro-to-federated-learning,100
Legal / Law Professional,42,Introduction to on-device AI,introduction-to-on-device-ai,100
Legal / Law Professional,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,100
Legal / Law Professional,10,Building Generative AI Applications with Gradio,huggingface-gradio,100
Legal / Law Professional,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,100
Legal / Law Professional,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,100
Legal / Law Professional,9,LangChain Chat with Your Data,langchain-chat-with-your-data,100
Legal / Law Professional,44,AI Agents in LangGraph,ai-agents-in-langgraph,100
Legal / Law Professional,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,100
Legal / Law Professional,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,100
Legal / Law Professional,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,100
Legal / Law Professional,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,100
Legal / Law Professional,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,100
Legal / Law Professional,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,100
Legal / Law Professional,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,100
Legal / Law Professional,38,Quantization in Depth,quantization-in-depth,100
Legal / Law Professional,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,100
Legal / Law Professional,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,100
Legal / Law Professional,25,Automated Testing for LLMOps,automated-testing-llmops,100
Legal / Law Professional,36,Getting Started with Mistral,getting-started-with-mistral,100
Legal / Law Professional,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,88.24
Legal / Law Professional,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,82.86
Legal / Law Professional,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,75
Legal / Law Professional,998,Generative AI for Everyone,genai4e,74.23
Legal / Law Professional,6,LangChain for LLM Application Development,langchain,72.73
Legal / Law Professional,8,Building Systems with the ChatGPT API,chatgpt-building-system,71.43
Legal / Law Professional,16,Pair Programming with a Large Language Model,pair-programming-llm,66.67
Legal / Law Professional,12,Large Language Models with Semantic Search,large-language-models-semantic-search,66.67
Legal / Law Professional,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,66.67
Legal / Law Professional,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,62.5
Legal / Law Professional,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,60
Legal / Law Professional,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,52.11
Legal / Law Professional,"1,002",Pretraining LLMs,pretraining-llms,50
Legal / Law Professional,7,How Diffusion Models Work,diffusion-models,50
Legal / Law Professional,24,LLMOps,llmops,50
Legal / Law Professional,13,Finetuning Large Language Models,finetuning-large-language-models,42.31
Legal / Law Professional,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,38.46
Legal / Law Professional,45,Building Your Own Database Agent,building-your-own-database-agent,33.33
Legal / Law Professional,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,33.33
Legal / Law Professional,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,0
Legal / Law Professional,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,0
Legal / Law Professional,26,Building Applications with Vector Databases,building-applications-vector-databases,-100
Legal / Law Professional,30,Knowledge Graphs for RAG,knowledge-graphs-rag,-100
Machine Learning Engineer,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,91.11
Machine Learning Engineer,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,87.5
Machine Learning Engineer,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,84
Machine Learning Engineer,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,81.97
Machine Learning Engineer,9,LangChain Chat with Your Data,langchain-chat-with-your-data,81.46
Machine Learning Engineer,29,Open Source Models with Hugging Face,open-source-models-hugging-face,80.42
Machine Learning Engineer,"1,003",Intro to Federated Learning,intro-to-federated-learning,78.72
Machine Learning Engineer,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,78.3
Machine Learning Engineer,"1,002",Pretraining LLMs,pretraining-llms,77.65
Machine Learning Engineer,6,LangChain for LLM Application Development,langchain,76.1
Machine Learning Engineer,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,75
Machine Learning Engineer,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,75
Machine Learning Engineer,31,Efficiently Serving LLMs,efficiently-serving-llms,74.55
Machine Learning Engineer,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,74.42
Machine Learning Engineer,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,73.24
Machine Learning Engineer,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,71.59
Machine Learning Engineer,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,71.48
Machine Learning Engineer,38,Quantization in Depth,quantization-in-depth,70.91
Machine Learning Engineer,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,70.59
Machine Learning Engineer,8,Building Systems with the ChatGPT API,chatgpt-building-system,70.5
Machine Learning Engineer,998,Generative AI for Everyone,genai4e,69.8
Machine Learning Engineer,42,Introduction to on-device AI,introduction-to-on-device-ai,69.12
Machine Learning Engineer,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,67.98
