job_title_name,course_id,name,en_name,enrollments
Finance,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,351
Finance,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,347
Finance,12,Large Language Models with Semantic Search,large-language-models-semantic-search,338
Finance,29,Open Source Models with Hugging Face,open-source-models-hugging-face,333
Finance,44,AI Agents in LangGraph,ai-agents-in-langgraph,330
Finance,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,317
Finance,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,310
Finance,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,284
Finance,30,Knowledge Graphs for RAG,knowledge-graphs-rag,277
Finance,24,LLMOps,llmops,271
Finance,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,244
Finance,42,Introduction to on-device AI,introduction-to-on-device-ai,228
Finance,36,Getting Started with Mistral,getting-started-with-mistral,215
Finance,26,Building Applications with Vector Databases,building-applications-vector-databases,214
Finance,"1,002",Pretraining LLMs,pretraining-llms,191
Finance,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,187
Finance,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,168
Finance,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,159
Finance,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,151
Finance,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,147
Finance,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,145
Finance,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,144
Finance,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,141
Finance,33,Red Teaming LLM Applications,red-teaming-llm-applications,137
Finance,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,129
Finance,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,129
Finance,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,128
Finance,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,123
Finance,31,Efficiently Serving LLMs,efficiently-serving-llms,120
Finance,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,117
Finance,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,116
Finance,25,Automated Testing for LLMOps,automated-testing-llmops,110
Finance,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,109
Finance,38,Quantization in Depth,quantization-in-depth,103
Finance,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,101
Finance,"1,003",Intro to Federated Learning,intro-to-federated-learning,98
Finance,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,85
Finance,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,77
Finance,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,69
Finance,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,34
General Management / Executive,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"14,413"
General Management / Executive,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,"3,220"
General Management / Executive,6,LangChain for LLM Application Development,langchain,"2,795"
General Management / Executive,8,Building Systems with the ChatGPT API,chatgpt-building-system,"2,674"
General Management / Executive,13,Finetuning Large Language Models,finetuning-large-language-models,"2,128"
General Management / Executive,9,LangChain Chat with Your Data,langchain-chat-with-your-data,"1,887"
General Management / Executive,16,Pair Programming with a Large Language Model,pair-programming-llm,"1,701"
General Management / Executive,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,"1,653"
General Management / Executive,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,"1,485"
General Management / Executive,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,"1,385"
General Management / Executive,7,How Diffusion Models Work,diffusion-models,"1,063"
General Management / Executive,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,990
General Management / Executive,10,Building Generative AI Applications with Gradio,huggingface-gradio,982
General Management / Executive,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,957
General Management / Executive,12,Large Language Models with Semantic Search,large-language-models-semantic-search,937
General Management / Executive,24,LLMOps,llmops,913
General Management / Executive,44,AI Agents in LangGraph,ai-agents-in-langgraph,879
General Management / Executive,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,856
General Management / Executive,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,834
General Management / Executive,30,Knowledge Graphs for RAG,knowledge-graphs-rag,795
General Management / Executive,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,719
General Management / Executive,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,713
General Management / Executive,29,Open Source Models with Hugging Face,open-source-models-hugging-face,701
General Management / Executive,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,700
General Management / Executive,26,Building Applications with Vector Databases,building-applications-vector-databases,665
General Management / Executive,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,642
General Management / Executive,45,Building Your Own Database Agent,building-your-own-database-agent,640
General Management / Executive,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,600
General Management / Executive,42,Introduction to on-device AI,introduction-to-on-device-ai,553
General Management / Executive,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,528
General Management / Executive,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,512
General Management / Executive,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,509
General Management / Executive,36,Getting Started with Mistral,getting-started-with-mistral,470
General Management / Executive,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,449
General Management / Executive,"1,002",Pretraining LLMs,pretraining-llms,382
General Management / Executive,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,371
General Management / Executive,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,358
General Management / Executive,33,Red Teaming LLM Applications,red-teaming-llm-applications,338
General Management / Executive,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,336
General Management / Executive,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,335
General Management / Executive,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,313
General Management / Executive,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,305
General Management / Executive,31,Efficiently Serving LLMs,efficiently-serving-llms,304
General Management / Executive,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,304
General Management / Executive,25,Automated Testing for LLMOps,automated-testing-llmops,299
General Management / Executive,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,298
General Management / Executive,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,294
General Management / Executive,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,289
General Management / Executive,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,271
General Management / Executive,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,246
General Management / Executive,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,232
General Management / Executive,"1,003",Intro to Federated Learning,intro-to-federated-learning,199
General Management / Executive,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,185
General Management / Executive,38,Quantization in Depth,quantization-in-depth,184
General Management / Executive,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,184
General Management / Executive,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,182
General Management / Executive,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,166
General Management / Executive,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,54
General Management / Executive,1,AI For Beginner,AI_For_Beginner,1
Hardware Engineer,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"6,741"
Hardware Engineer,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,"1,345"
Hardware Engineer,8,Building Systems with the ChatGPT API,chatgpt-building-system,613
Hardware Engineer,6,LangChain for LLM Application Development,langchain,492
Hardware Engineer,13,Finetuning Large Language Models,finetuning-large-language-models,395
Hardware Engineer,16,Pair Programming with a Large Language Model,pair-programming-llm,368
Hardware Engineer,42,Introduction to on-device AI,introduction-to-on-device-ai,359
Hardware Engineer,9,LangChain Chat with Your Data,langchain-chat-with-your-data,324
Hardware Engineer,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,323
Hardware Engineer,7,How Diffusion Models Work,diffusion-models,276
Hardware Engineer,10,Building Generative AI Applications with Gradio,huggingface-gradio,263
Hardware Engineer,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,229
Hardware Engineer,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,217
Hardware Engineer,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,194
Hardware Engineer,29,Open Source Models with Hugging Face,open-source-models-hugging-face,171
Hardware Engineer,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,160
Hardware Engineer,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,158
Hardware Engineer,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,151
Hardware Engineer,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,140
Hardware Engineer,44,AI Agents in LangGraph,ai-agents-in-langgraph,138
Hardware Engineer,24,LLMOps,llmops,134
Hardware Engineer,45,Building Your Own Database Agent,building-your-own-database-agent,134
Hardware Engineer,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,131
Hardware Engineer,12,Large Language Models with Semantic Search,large-language-models-semantic-search,130
Hardware Engineer,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,113
Hardware Engineer,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,113
Hardware Engineer,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,110
Hardware Engineer,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,109
Hardware Engineer,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,106
Hardware Engineer,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,101
Hardware Engineer,30,Knowledge Graphs for RAG,knowledge-graphs-rag,96
Hardware Engineer,"1,002",Pretraining LLMs,pretraining-llms,92
Hardware Engineer,38,Quantization in Depth,quantization-in-depth,89
Hardware Engineer,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,87
Hardware Engineer,26,Building Applications with Vector Databases,building-applications-vector-databases,83
Hardware Engineer,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,82
Hardware Engineer,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,76
Hardware Engineer,36,Getting Started with Mistral,getting-started-with-mistral,76
Hardware Engineer,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,74
Hardware Engineer,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,71
Hardware Engineer,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,67
Hardware Engineer,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,65
Hardware Engineer,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,63
Hardware Engineer,31,Efficiently Serving LLMs,efficiently-serving-llms,61
Hardware Engineer,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,59
Hardware Engineer,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,58
Hardware Engineer,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,54
Hardware Engineer,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,54
Hardware Engineer,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,51
Hardware Engineer,25,Automated Testing for LLMOps,automated-testing-llmops,49
Hardware Engineer,33,Red Teaming LLM Applications,red-teaming-llm-applications,46
Hardware Engineer,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,43
Hardware Engineer,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,42
Hardware Engineer,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,40
Hardware Engineer,"1,003",Intro to Federated Learning,intro-to-federated-learning,39
Hardware Engineer,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,37
Hardware Engineer,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,31
Hardware Engineer,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,13
Healthcare Professional,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"8,517"
Healthcare Professional,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,"1,806"
Healthcare Professional,8,Building Systems with the ChatGPT API,chatgpt-building-system,785
Healthcare Professional,6,LangChain for LLM Application Development,langchain,642
Healthcare Professional,9,LangChain Chat with Your Data,langchain-chat-with-your-data,501
Healthcare Professional,13,Finetuning Large Language Models,finetuning-large-language-models,420
Healthcare Professional,10,Building Generative AI Applications with Gradio,huggingface-gradio,361
Healthcare Professional,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,353
Healthcare Professional,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,342
Healthcare Professional,7,How Diffusion Models Work,diffusion-models,289
Healthcare Professional,16,Pair Programming with a Large Language Model,pair-programming-llm,282
Healthcare Professional,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,272
Healthcare Professional,45,Building Your Own Database Agent,building-your-own-database-agent,248
Healthcare Professional,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,247
Healthcare Professional,12,Large Language Models with Semantic Search,large-language-models-semantic-search,223
Healthcare Professional,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,219
Healthcare Professional,29,Open Source Models with Hugging Face,open-source-models-hugging-face,206
Healthcare Professional,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,202
Healthcare Professional,44,AI Agents in LangGraph,ai-agents-in-langgraph,202
Healthcare Professional,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,200
Healthcare Professional,30,Knowledge Graphs for RAG,knowledge-graphs-rag,195
Healthcare Professional,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,186
Healthcare Professional,24,LLMOps,llmops,179
Healthcare Professional,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,179
Healthcare Professional,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,174
Healthcare Professional,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,165
Healthcare Professional,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,161
Healthcare Professional,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,153
Healthcare Professional,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,153
Healthcare Professional,42,Introduction to on-device AI,introduction-to-on-device-ai,145
Healthcare Professional,"1,002",Pretraining LLMs,pretraining-llms,137
Healthcare Professional,36,Getting Started with Mistral,getting-started-with-mistral,135
Healthcare Professional,26,Building Applications with Vector Databases,building-applications-vector-databases,135
Healthcare Professional,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,117
Healthcare Professional,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,111
Healthcare Professional,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,106
Healthcare Professional,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,103
Healthcare Professional,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,94
Healthcare Professional,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,92
Healthcare Professional,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,92
Healthcare Professional,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,91
Healthcare Professional,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,86
Healthcare Professional,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,85
Healthcare Professional,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,79
Healthcare Professional,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,78
Healthcare Professional,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,76
Healthcare Professional,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,76
Healthcare Professional,"1,003",Intro to Federated Learning,intro-to-federated-learning,73
Healthcare Professional,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,72
Healthcare Professional,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,68
Healthcare Professional,31,Efficiently Serving LLMs,efficiently-serving-llms,67
Healthcare Professional,33,Red Teaming LLM Applications,red-teaming-llm-applications,65
Healthcare Professional,25,Automated Testing for LLMOps,automated-testing-llmops,59
Healthcare Professional,38,Quantization in Depth,quantization-in-depth,55
Healthcare Professional,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,51
Healthcare Professional,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,45
Healthcare Professional,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,43
Healthcare Professional,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,22
Healthcare Professional,2,AI Code For Everyone,Neural_Networks_and_DeepLearning,1
Healthcare Professional,1,AI For Beginner,AI_For_Beginner,1
Human Resource Professional,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"4,246"
Human Resource Professional,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,371
Human Resource Professional,8,Building Systems with the ChatGPT API,chatgpt-building-system,308
Human Resource Professional,6,LangChain for LLM Application Development,langchain,164
Human Resource Professional,9,LangChain Chat with Your Data,langchain-chat-with-your-data,122
Human Resource Professional,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,117
Human Resource Professional,13,Finetuning Large Language Models,finetuning-large-language-models,102
Human Resource Professional,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,101
Human Resource Professional,10,Building Generative AI Applications with Gradio,huggingface-gradio,91
Human Resource Professional,16,Pair Programming with a Large Language Model,pair-programming-llm,88
Human Resource Professional,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,73
Human Resource Professional,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,66
Human Resource Professional,7,How Diffusion Models Work,diffusion-models,66
Human Resource Professional,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,64
Human Resource Professional,45,Building Your Own Database Agent,building-your-own-database-agent,59
Human Resource Professional,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,52
Human Resource Professional,12,Large Language Models with Semantic Search,large-language-models-semantic-search,51
Human Resource Professional,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,49
Human Resource Professional,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,48
Human Resource Professional,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,48
Human Resource Professional,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,47
Human Resource Professional,29,Open Source Models with Hugging Face,open-source-models-hugging-face,47
Human Resource Professional,24,LLMOps,llmops,43
Human Resource Professional,44,AI Agents in LangGraph,ai-agents-in-langgraph,41
Human Resource Professional,42,Introduction to on-device AI,introduction-to-on-device-ai,40
Human Resource Professional,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,38
Human Resource Professional,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,35
Human Resource Professional,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,33
Human Resource Professional,26,Building Applications with Vector Databases,building-applications-vector-databases,27
Human Resource Professional,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,27
Human Resource Professional,"1,002",Pretraining LLMs,pretraining-llms,26
Human Resource Professional,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,24
Human Resource Professional,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,24
Human Resource Professional,27,Serverless LLM Apps Amazon Bedrock,serverless-LLM-apps-amazon-bedrock,24
Human Resource Professional,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,23
Human Resource Professional,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,23
Human Resource Professional,36,Getting Started with Mistral,getting-started-with-mistral,23
Human Resource Professional,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,23
Human Resource Professional,31,Efficiently Serving LLMs,efficiently-serving-llms,22
Human Resource Professional,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,22
Human Resource Professional,"1,009",Building AI Applications With Haystack,building-ai-applications-with-haystack,22
Human Resource Professional,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,20
Human Resource Professional,33,Red Teaming LLM Applications,red-teaming-llm-applications,19
Human Resource Professional,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,19
Human Resource Professional,35,Quantization Fundamentals with Hugging Face,quantization-fundamentals,19
Human Resource Professional,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,19
Human Resource Professional,30,Knowledge Graphs for RAG,knowledge-graphs-rag,18
Human Resource Professional,25,Automated Testing for LLMOps,automated-testing-llmops,17
Human Resource Professional,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,17
Human Resource Professional,"1,013",Multimodal RAG: Chat with Videos,multimodal-rag-chat-with-videos,16
Human Resource Professional,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,15
Human Resource Professional,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,14
Human Resource Professional,"1,016",Introducing Multimodal Llama 3.2,introducing-multimodal-llama-3-2,11
Human Resource Professional,"1,003",Intro to Federated Learning,intro-to-federated-learning,9
Human Resource Professional,38,Quantization in Depth,quantization-in-depth,8
Human Resource Professional,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,5
Human Resource Professional,"1,015",Retrieval Optimization:  From Tokenization to Vector Quantization,retrieval-optimization-from-tokenization-to-vector-quantization,4
Human Resource Professional,"1,005",Federated Fine-tuning of LLMs with Private Data,intro-to-federated-learning-c2,3
Legal / Law Professional,5,ChatGPT Prompt Engineering for Developers,chatgpt-prompt-eng,"3,423"
Legal / Law Professional,"1,004",AI Python for Beginners: Basics of AI Python Coding,ai-python-for-beginners,464
Legal / Law Professional,8,Building Systems with the ChatGPT API,chatgpt-building-system,276
Legal / Law Professional,6,LangChain for LLM Application Development,langchain,273
Legal / Law Professional,9,LangChain Chat with Your Data,langchain-chat-with-your-data,188
Legal / Law Professional,13,Finetuning Large Language Models,finetuning-large-language-models,184
Legal / Law Professional,41,Multi AI Agent Systems with crewAI,multi-ai-agent-systems-with-crewai,173
Legal / Law Professional,15,Understanding and Applying Text Embeddings,google-cloud-vertex-ai,105
Legal / Law Professional,10,Building Generative AI Applications with Gradio,huggingface-gradio,96
Legal / Law Professional,"1,006",AI Python for Beginners: Automating Tasks with Python,ai-python-for-beginners-c2,90
Legal / Law Professional,7,How Diffusion Models Work,diffusion-models,82
Legal / Law Professional,39,Building Agentic RAG with Llamaindex,building-agentic-rag-with-llamaindex,79
Legal / Law Professional,20,Building and Evaluating Advanced RAG,building-evaluating-advanced-rag,79
Legal / Law Professional,12,Large Language Models with Semantic Search,large-language-models-semantic-search,77
Legal / Law Professional,28,Prompt Engineering with Llama 2&3,prompt-engineering-with-llama-2,75
Legal / Law Professional,16,Pair Programming with a Large Language Model,pair-programming-llm,74
Legal / Law Professional,44,AI Agents in LangGraph,ai-agents-in-langgraph,73
Legal / Law Professional,11,Evaluating and Debugging Generative AI,evaluating-debugging-generative-ai,71
Legal / Law Professional,24,LLMOps,llmops,71
Legal / Law Professional,17,"Functions, Tools and Agents with LangChain",functions-tools-agents-langchain,68
Legal / Law Professional,34,Preprocessing Unstructured Data for LLM Applications,preprocessing-unstructured-data-for-llm-applications,64
Legal / Law Professional,14,How Business Thinkers Can Start Building AI Plugins With Semantic Kernel,microsoft-semantic-kernel,63
Legal / Law Professional,29,Open Source Models with Hugging Face,open-source-models-hugging-face,61
Legal / Law Professional,43,AI Agentic Design Patterns with AutoGen,ai-agentic-design-patterns-with-autogen,59
Legal / Law Professional,30,Knowledge Graphs for RAG,knowledge-graphs-rag,59
Legal / Law Professional,"1,002",Pretraining LLMs,pretraining-llms,57
Legal / Law Professional,45,Building Your Own Database Agent,building-your-own-database-agent,52
Legal / Law Professional,"1,011",AI Python for Beginners: Working with Your Own Data and Documents in Python,ai-python-for-beginners-c3,52
Legal / Law Professional,36,Getting Started with Mistral,getting-started-with-mistral,51
Legal / Law Professional,21,Reinforcement Learning From Human Feedback,reinforcement-learning-from-human-feedback,49
Legal / Law Professional,18,Vector Databases: from Embeddings to Applications,vector-databases-embeddings-applications,48
Legal / Law Professional,42,Introduction to on-device AI,introduction-to-on-device-ai,48
Legal / Law Professional,33,Red Teaming LLM Applications,red-teaming-llm-applications,40
Legal / Law Professional,22,Advanced Retrieval for AI with Chroma,advanced-retrieval-for-ai,39
Legal / Law Professional,"1,008",Improving Accuracy of LLM Applications,improving-accuracy-of-llm-applications,39
Legal / Law Professional,"1,010",Large Multimodal Model Prompting with Gemini,large-multimodal-model-prompting-with-gemini,39
Legal / Law Professional,19,Quality and Safety for LLM Applications,quality-safety-llm-applications,36
Legal / Law Professional,26,Building Applications with Vector Databases,building-applications-vector-databases,36
Legal / Law Professional,46,Function-calling and data extraction with LLMs,function-calling-and-data-extraction-with-llms,35
Legal / Law Professional,37,Prompt Engineering for Vision Models,prompt-engineering-for-vision-models,30
Legal / Law Professional,47,Carbon Aware Computing for GenAI developers,carbon-aware-computing-for-genai-developers,28
Legal / Law Professional,40,Building Multimodal Search and RAG,building-multimodal-search-and-rag,28
Legal / Law Professional,23,Build LLM Apps with LangChain.js,build-llm-apps-with-langchain-js,28
Legal / Law Professional,"1,007",Embedding Models: from Architecture to Implementation,embedding-models-from-architecture-to-implementation,27
Legal / Law Professional,32,JavaScript RAG Web Apps with LlamaIndex,javascript-rag-web-apps-with-llamaindex,26
Legal / Law Professional,"1,001",Prompt Compression and Query Optimization,prompt-compression-and-query-optimization,25
Legal / Law Professional,"1,003",Intro to Federated Learning,intro-to-federated-learning,24
Legal / Law Professional,"1,012",AI Python for Beginners: Extending Python with Packages and APIs,ai-python-for-beginners-c4,23
Legal / Law Professional,31,Efficiently Serving LLMs,efficiently-serving-llms,23
